       25000000;    9.908440113e-01;   -1.198120266e-01;    3.589611442e-04;    4.581707763e-04;    0.000000000e+00;    0.000000000e+00;    0.000000000e+00;    0.000000000e+00
       26125000;    9.902879000e-01;   -1.250013858e-01;    2.395872289e-04;   -6.322447007e-06;    0.000000000e+00;    0.000000000e+00;    0.000000000e+00;    0.000000000e+00
       27250000;    9.896783233e-01;   -1.303570569e-01;    1.275287832e-05;    1.478987397e-04;    0.000000000e+00;    0.000000000e+00;    0.000000000e+00;    0.000000000e+00
       28375000;    9.887996912e-01;   -1.358200908e-01;   -4.328179421e-05;    3.635933535e-05;    0.000000000e+00;    0.000000000e+00;    0.000000000e+00;    0.000000000e+00
       29500000;    9.880998135e-01;   -1.412357539e-01;   -2.768135164e-05;   -3.153890430e-05;    0.000000000e+00;    0.000000000e+00;    0.000000000e+00;    0.000000000e+00
       30625000;    9.872989058e-01;   -1.467217654e-01;    2.408946057e-05;   -2.246474196e-06;    0.000000000e+00;    0.000000000e+00;    0.000000000e+00;    0.000000000e+00
       31750000;    9.864225388e-01;   -1.520011276e-01;   -3.747375740e-05;    8.373081982e-06;    0.000000000e+00;    0.000000000e+00;    0.000000000e+00;    0.000000000e+00
       32875000;    9.856213331e-01;   -1.574315578e-01;   -2.657657387e-05;   -3.959724199e-05;    0.000000000e+00;    0.000000000e+00;    0.000000000e+00;    0.000000000e+00
       34000000;    9.845928550e-01;   -1.629940271e-01;    3.711206955e-05;   -1.317210717e-05;    0.000000000e+00;    0.000000000e+00;    0.000000000e+00;    0.000000000e+00
       35125000;    9.839408994e-01;   -1.683469117e-01;    4.707510016e-05;    6.608082913e-06;    0.000000000e+00;    0.000000000e+00;    0.000000000e+00;    0.000000000e+00
       36250000;    9.829142690e-01;   -1.739054322e-01;   -2.136521653e-05;    5.616612725e-06;    0.000000000e+00;    0.000000000e+00;    0.000000000e+00;    0.000000000e+00
       37375000;    9.819404483e-01;   -1.795343459e-01;    5.638316361e-05;    8.206613529e-06;    0.000000000e+00;    0.000000000e+00;    0.000000000e+00;    0.000000000e+00
       38500000;    9.807915688e-01;   -1.850673854e-01;   -1.351083938e-06;    3.126572847e-05;    0.000000000e+00;    0.000000000e+00;    0.000000000e+00;    0.000000000e+00
       39625000;    9.796386361e-01;   -1.905651093e-01;   -2.306373062e-06;    1.784933374e-05;    0.000000000e+00;    0.000000000e+00;    0.000000000e+00;    0.000000000e+00
       40750000;    9.786196947e-01;   -1.960508674e-01;    5.625265112e-05;   -1.711717778e-05;    0.000000000e+00;    0.000000000e+00;    0.000000000e+00;    0.000000000e+00
       41875000;    9.774283767e-01;   -2.013537139e-01;   -3.580034536e-05;   -3.888853826e-07;    0.000000000e+00;    0.000000000e+00;    0.000000000e+00;    0.000000000e+00
       43000000;    9.762856960e-01;   -2.070845217e-01;   -1.745214649e-05;   -2.012125333e-05;    0.000000000e+00;    0.000000000e+00;    0.000000000e+00;    0.000000000e+00
       44125000;    9.750302434e-01;   -2.126579434e-01;   -3.887372077e-05;   -1.330366285e-05;    0.000000000e+00;    0.000000000e+00;    0.000000000e+00;    0.000000000e+00
       45250000;    9.738348722e-01;   -2.180725634e-01;   -3.402830043e-05;   -5.056196096e-05;    0.000000000e+00;    0.000000000e+00;    0.000000000e+00;    0.000000000e+00
       46375000;    9.724666476e-01;   -2.238803357e-01;    2.720372686e-05;   -2.633810436e-05;    0.000000000e+00;    0.000000000e+00;    0.000000000e+00;    0.000000000e+00
       47500000;    9.711342454e-01;   -2.293014973e-01;   -4.838359382e-05;    6.356165250e-05;    0.000000000e+00;    0.000000000e+00;    0.000000000e+00;    0.000000000e+00
       48625000;    9.699757099e-01;   -2.348947227e-01;   -1.879688716e-05;    3.763630230e-05;    0.000000000e+00;    0.000000000e+00;    0.000000000e+00;    0.000000000e+00
       49750000;    9.685090184e-01;   -2.406424284e-01;   -1.983261609e-05;    6.326875882e-05;    0.000000000e+00;    0.000000000e+00;    0.000000000e+00;    0.000000000e+00
       50875000;    9.669702053e-01;   -2.463474572e-01;    5.098137990e-05;    1.934128704e-05;    0.000000000e+00;    0.000000000e+00;    0.000000000e+00;    0.000000000e+00
       52000000;    9.650155306e-01;   -2.515500784e-01;    3.700959132e-05;    3.579712939e-05;    0.000000000e+00;    0.000000000e+00;    0.000000000e+00;    0.000000000e+00
       53125000;    9.641423821e-01;   -2.579756677e-01;   -1.141668690e-05;    1.536814489e-05;    0.000000000e+00;    0.000000000e+00;    0.000000000e+00;    0.000000000e+00
       54250000;    9.623270035e-01;   -2.635056078e-01;   -3.934776032e-06;    4.250749407e-05;    0.000000000e+00;    0.000000000e+00;    0.000000000e+00;    0.000000000e+00
       55375000;    9.606885314e-01;   -2.691787481e-01;   -5.226996655e-05;   -2.225187563e-05;    0.000000000e+00;    0.000000000e+00;    0.000000000e+00;    0.000000000e+00
       56500000;    9.589547515e-01;   -2.747130990e-01;   -4.593822814e-05;   -5.734316437e-05;    0.000000000e+00;    0.000000000e+00;    0.000000000e+00;    0.000000000e+00
       57625000;    9.574573636e-01;   -2.802709639e-01;    3.104874486e-05;   -4.944156535e-05;    0.000000000e+00;    0.000000000e+00;    0.000000000e+00;    0.000000000e+00
       58750000;    9.558602571e-01;   -2.862125039e-01;   -7.071839718e-06;   -3.841381113e-05;    0.000000000e+00;    0.000000000e+00;    0.000000000e+00;    0.000000000e+00
       59875000;    9.539930224e-01;   -2.919885218e-01;    9.213785233e-06;   -6.865784235e-05;    0.000000000e+00;    0.000000000e+00;    0.000000000e+00;    0.000000000e+00
       61000000;    9.520298243e-01;   -2.977344692e-01;    2.539584602e-05;    9.446915647e-05;    0.000000000e+00;    0.000000000e+00;    0.000000000e+00;    0.000000000e+00
       62125000;    9.501668811e-01;   -3.036630154e-01;   -3.529216337e-05;   -2.514775406e-05;    0.000000000e+00;    0.000000000e+00;    0.000000000e+00;    0.000000000e+00
       63250000;    9.482917190e-01;   -3.095773757e-01;    2.280484841e-05;   -2.231941471e-05;    0.000000000e+00;    0.000000000e+00;    0.000000000e+00;    0.000000000e+00
       64375000;    9.462208152e-01;   -3.153789937e-01;    3.782173735e-05;   -4.149463712e-05;    0.000000000e+00;    0.000000000e+00;    0.000000000e+00;    0.000000000e+00
       65500000;    9.442373514e-01;   -3.213079870e-01;    3.637097325e-05;   -4.448803884e-05;    0.000000000e+00;    0.000000000e+00;    0.000000000e+00;    0.000000000e+00
       66625000;    9.422418475e-01;   -3.272093236e-01;   -1.176567730e-05;   -2.722942372e-05;    0.000000000e+00;    0.000000000e+00;    0.000000000e+00;    0.000000000e+00
       67750000;    9.399933815e-01;   -3.332995772e-01;    2.791139923e-05;   -1.478395643e-05;    0.000000000e+00;    0.000000000e+00;    0.000000000e+00;    0.000000000e+00
       68875000;    9.379297495e-01;   -3.392402530e-01;    9.325407518e-06;    2.103724364e-05;    0.000000000e+00;    0.000000000e+00;    0.000000000e+00;    0.000000000e+00
       70000000;    9.355413914e-01;   -3.453927338e-01;    8.009864359e-06;    2.840782508e-05;    0.000000000e+00;    0.000000000e+00;    0.000000000e+00;    0.000000000e+00
       71125000;    9.334191680e-01;   -3.514661491e-01;    6.800217761e-06;   -1.427222560e-05;    0.000000000e+00;    0.000000000e+00;    0.000000000e+00;    0.000000000e+00
       72250000;    9.311358929e-01;   -3.576063216e-01;   -1.206779598e-05;   -4.723845632e-05;    0.000000000e+00;    0.000000000e+00;    0.000000000e+00;    0.000000000e+00
